+88800599059,79 TON
+88806741956,17 TON
+88802439696,40 TON
+88806421973,16 TON
+88806421941,16 TON
+88803763927,16 TON
+88802864091,16 TON
+88809294071,16 TON
+88804653198,15 TON
+88809888999,600 TON
+88803888999,306 TON
+88803165724,16 TON
+88805888999,331 TON
+88802087961,16 TON
+88804406789,150 TON
+88802946137,15 TON
+88806291368,25 TON
+88800518888,204 TON
+88803162742,19 TON
+88802961537,16 TON
+88808406379,16 TON
+88808475265,19 TON
+88806524926,16 TON
+88803175473,16 TON
+88804271963,16 TON
+88803168405,16 TON
+88803127156,16 TON
+88803141865,16 TON
+88803165214,16 TON
+88803164975,16 TON
+88803163720,16 TON
+88803121596,16 TON
+88803154529,16 TON
+88800537916,20 TON
+88803150795,16 TON
+88802657934,16 TON
+88802952419,16 TON
+88802769641,16 TON
+88802679453,16 TON
+88803164936,16 TON
+88802517396,16 TON
+88803486527,16 TON
+88802948603,16 TON
+88802913047,16 TON
+88807931753,16 TON
+88802564197,16 TON
+88805363241,16 TON
+88802964302,16 TON
+88805293471,16 TON
+88808049352,16 TON
+88802461937,16 TON
+88802143760,16 TON
+88802139567,16 TON
+88801975693,16 TON
+88807417391,15 TON
+88802069485,16 TON
+88804166505,52 TON
+88801963542,16 TON
+88801473269,16 TON
+88801469325,16 TON
+88801457926,16 TON
+88802031736,16 TON
+88806412739,15 TON
+88803126984,16 TON
+88803126951,16 TON
+88801452679,16 TON
+88806888999,300 TON
+88802832795,16 TON
+88804259313,30 TON
+88803659737,18 TON
+88805243761,16 TON
+88801324975,16 TON
+88806713294,15 TON
+88809741632,15 TON
+88805129630,17 TON
+88801295746,16 TON
+88805091713,30 TON
+88801293745,16 TON
+88801247539,16 TON
+88809645318,15 TON
+88809625174,15 TON
+88809475841,15 TON
+88802619173,15 TON
+88806924351,15 TON
+88806537294,15 TON
+88806459732,15 TON
+88806795231,15 TON
+88805179324,16 TON
+88808439715,14 TON
+88809653472,15 TON
+88807516234,15 TON
+88806372549,15 TON
+88804706153,14 TON
+88803217146,18 TON
+88809516247,15 TON
+88809523614,15 TON
+88805193762,14 TON
+88806854629,15 TON
+88807562134,18 TON
+88805925137,15 TON
+88807956034,15 TON
+88809259146,15 TON
+88804579162,15 TON
+88804029318,16 TON
+88804153259,15 TON
+88802947395,16 TON
+88800002323,585 TON
+88802171494,18 TON
+88807160264,16 TON
+88803250196,15 TON
+88800000107,330 TON
+88803158409,16 TON
+88805261478,15 TON
+88807052937,18 TON
+88806769415,16 TON
+88803529658,18 TON
+88803986291,16 TON
+88804138192,15 TON
+88809149720,15 TON
+88804141935,40 TON
+88809619174,16 TON
+88803197035,15 TON
+88805726916,15 TON
+88800000886,291 TON
+88806279647,15 TON
+88802319745,15 TON
+88801394525,18 TON
+88802136597,15 TON
+88804763796,15 TON
+88803149235,15 TON
+88804888999,150 TON
+88804637929,18 TON
+88804107393,18 TON
+88802150429,15 TON
+88802172494,17 TON
+88802173195,16 TON
+88809651327,15 TON
+88801923654,15 TON
+88801956427,15 TON
+88808021937,21 TON
+88809161579,14 TON
+88808627595,15 TON
+88801234575,101 TON
+88801724653,15 TON
+88802547681,14 TON
+88809152730,18 TON
+88806937254,16 TON
+88801372564,16 TON
+88803691737,15 TON
+88807461029,15 TON
+88801629574,18 TON
+88803161587,16 TON
+88809273615,15 TON
+88804200101,137 TON
+88808241506,17 TON
+88806041579,15 TON
+88808157169,16 TON
+88809248888,300 TON
+88806963749,15 TON
+88804739509,16 TON
+88805762139,17 TON
+8888921,4,000 TON
+88809746513,15 TON
+88803640517,15 TON
+88807546083,16 TON
+88804681497,16 TON
+88809740974,103 TON
+88800888999,1,456 TON
+88808530914,16 TON
+88805800580,289 TON
+88804360152,15 TON
+88804362917,15 TON
+88804514637,15 TON
+88806931525,17 TON
+88805463179,15 TON
+88809630147,16 TON
+88809135674,16 TON
+88804162965,16 TON
+88809762546,16 TON
+88802953257,16 TON
+88802957536,16 TON
+88808240635,16 TON
+88805243970,16 TON
+88801623594,17 TON
+88804251839,16 TON
+88801369742,25 TON
+88801537943,17 TON
+88802594265,16 TON
+88807542153,16 TON
+88804164652,15 TON
+88802974169,16 TON
+88802464879,16 TON
+88807120712,166 TON
+88807415393,16 TON
+88802436914,16 TON
+88802846176,16 TON
+88802957935,16 TON
+88804391675,15 TON
+88802451934,16 TON
+88802573516,16 TON
+88803147526,16 TON
+88802953724,16 TON
+88802576428,16 TON
+88802492073,16 TON
+88808694157,16 TON
+88802496074,16 TON
+88802517436,16 TON
+88802491574,16 TON
+88802494362,16 TON
+88804031586,16 TON
+88802451763,16 TON
+88802175934,16 TON
+88802164951,16 TON
+88802713982,16 TON
+88801492375,16 TON
+88801600160,277 TON
+88803919757,18 TON
+88807485360,16 TON
+88803165794,18 TON
+88803165974,18 TON
+88803651317,16 TON
+88801002202,90 TON
+88806382714,17 TON
+88806392714,17 TON
+88802954760,16 TON
+88809741236,16 TON
+88802741368,20 TON
+88807641052,16 TON
+88804096571,16 TON
+88805924163,16 TON
+88805918720,16 TON
+88803156270,16 TON
+88805417139,16 TON
+88807951324,16 TON
+88808275403,15 TON
+88807160694,15 TON
+88806983571,15 TON
+88804293197,15 TON
+88803765241,20 TON
+88803765141,20 TON
+88806913231,20 TON
+88807325941,15 TON
+88807312945,15 TON
+88806069475,20 TON
+88807295146,15 TON
+88807192635,15 TON
+88807149532,15 TON
+88802628175,15 TON
+88801957934,16 TON
+88806894721,15 TON
+88804747136,16 TON
+88802641960,20 TON
+88807562341,16 TON
+88806347917,16 TON
+88802161425,16 TON
+88804379525,16 TON
+88806497483,16 TON
+88803061493,16 TON
+88804165370,17 TON
+88808540269,16 TON
+88803741920,16 TON
+88802607142,16 TON
+88806306274,16 TON
+88802705246,16 TON
+88804253219,16 TON
+88800208797,31 TON
+88801645927,16 TON
+88802534091,16 TON
+88801629350,16 TON
+88808053726,20 TON
+88802469520,20 TON
+88807617352,15 TON
+88806524173,15 TON
+88806352749,15 TON
+88807516481,15 TON
+88809541672,15 TON
+88806324715,15 TON
+88809425736,15 TON
+88807521934,15 TON
+88806293157,15 TON
+88809416752,15 TON
+88809152764,15 TON
+88806379125,15 TON
+88807425361,15 TON
+88806172094,15 TON
+88806428379,15 TON
+88809564217,15 TON
+88805963417,15 TON
+88805794381,15 TON
+88805927286,15 TON
+88805765392,15 TON
+88805731462,15 TON
+88809637245,15 TON
+88805261872,15 TON
+88805632194,15 TON
+88807695423,15 TON
+88804635967,15 TON
+88809526497,15 TON
+88806239415,15 TON
+88804395276,15 TON
+88804217964,15 TON
+88805196754,15 TON
+88804125369,15 TON
+88805370972,15 TON
+88803719642,15 TON
+88804619325,15 TON
+88804295379,15 TON
+88803982614,15 TON
+88802894513,15 TON
+88809763752,15 TON
+88802835241,15 TON
+88801654932,19 TON
+88802519046,15 TON
+88803984951,15 TON
+88808141539,17 TON
+88806215497,15 TON
+88802196437,15 TON
+88803947936,15 TON
+88803742361,15 TON
+8888120,2,000 TON
+88806945162,15 TON
+88803129463,15 TON
+88807962134,14 TON
+88802964573,15 TON
+88802973136,15 TON
+88809415825,14 TON
+88802704619,15 TON
+88806237450,30 TON
+88805935184,14 TON
+88803057932,15 TON
+88807593943,14 TON
+88807469528,14 TON
+88802173849,15 TON
+88803275641,15 TON
+88806572516,14 TON
+88800001503,189 TON
+88805682047,15 TON
+88809625270,16 TON
+88803137984,14 TON
+88805247291,15 TON
+88802941736,15 TON
+88802609172,14 TON
+88803121212,210 TON
+88805242967,15 TON
+88805726391,15 TON
+88802937914,15 TON
+88802916154,15 TON
+88804526376,15 TON
+88804159572,15 TON
+88805154196,14 TON
+88804517869,15 TON
+88807072194,25 TON
+88807613954,15 TON
+88802817614,15 TON
+88804694187,17 TON
+88805140514,145 TON
+88806211732,50 TON
+88805242537,15 TON
+88807209643,15 TON
+88809563127,15 TON
+88800001218,220 TON
+88804712679,16 TON
+88802413957,14 TON
+88805964927,17 TON
+88804061757,18 TON
+88804969516,15 TON
+88807104939,21 TON
+88803743594,15 TON
+88801532974,14 TON
+88803512976,14 TON
+88802563197,15 TON
+88802510251,198 TON
+88804361753,15 TON
+88807475126,15 TON
+88802491316,15 TON
+88803956514,15 TON
+88802543613,15 TON
+88803468759,14 TON
+88806593482,14 TON
+88803475621,15 TON
+88803271516,18 TON
+88804517682,15 TON
+88802917934,15 TON
+88807273913,15 TON
+88807453916,15 TON
+88809436527,15 TON
+88807525379,15 TON
+88807494296,16 TON
+88807152934,15 TON
+88806135742,15 TON
+88803941385,15 TON
+88802985961,15 TON
+88803194368,15 TON
+88804135619,15 TON
+88804239751,15 TON
+88804763826,15 TON
+88804371672,15 TON
+88803945372,15 TON
+88803591472,15 TON
+88803162653,15 TON
+88802531479,15 TON
+88800666322,89 TON
+88803617942,15 TON
+88803197432,15 TON
+88809752613,19 TON
+88802742319,15 TON
+88802645938,15 TON
+88802496513,15 TON
+88802437619,15 TON
+88801429386,15 TON
+88804685092,15 TON
+88802413592,15 TON
+88809713804,15 TON
+88807140962,14 TON
+88807146371,15 TON
+88806057439,17 TON
+88805963928,15 TON
+88805239613,14 TON
+88807429104,14 TON
+88804542791,14 TON
+88805847621,14 TON
+88805716279,15 TON
+88804613947,15 TON
+88804237516,15 TON
+88804172760,15 TON
+88805719423,18 TON
+88808623571,18 TON
+88803916041,15 TON
+88805810274,15 TON
+88808640957,15 TON
+88802618097,15 TON
+88807158432,15 TON
+88808616579,15 TON
+88807546521,15 TON
+88808967152,15 TON
+88803284174,15 TON
+88802097593,16 TON
+88809313947,16 TON
+88806276041,15 TON
+88802097196,16 TON
+88806972742,15 TON
+88803829257,15 TON
+88802452691,15 TON
+88805371603,15 TON
+88804359295,15 TON
+88804275931,15 TON
+88801957614,15 TON
+88801794683,15 TON
+88804175947,15 TON
+88801936147,15 TON
+88806579432,15 TON
+88803259416,15 TON
+88802702936,15 TON
+88802791536,15 TON
+88802791453,15 TON
+88809297316,15 TON
+88805160396,15 TON
+88805381546,15 TON
+88802635749,15 TON
+88804269430,15 TON
+88807365071,15 TON
+88807325927,15 TON
+88807641259,14 TON
+88805914692,15 TON
+88807535460,15 TON
+88807462097,15 TON
+88804891732,15 TON
+88804963703,15 TON
+88802937619,15 TON
+88808164971,15 TON
+88807561420,15 TON
+88808197594,15 TON
+88803126735,15 TON
+88803275792,15 TON
+88804253096,15 TON
+88805623041,15 TON
+88803249512,15 TON
+88804364625,16 TON
+88803492618,16 TON
+88807196435,14 TON
+88807513272,21 TON
+88805324602,15 TON
+88806471249,17 TON
+88803064941,16 TON
+88804093597,15 TON
+88802456931,15 TON
+88802816475,15 TON
+88800848520,59 TON
+88802658294,14 TON
+88803614591,17 TON
+88809149350,15 TON
+88809705863,12 TON
+88802763692,15 TON
+88802783594,15 TON
+88809493651,15 TON
+88809416057,15 TON
+88809242603,15 TON
+88807940537,15 TON
+88807139625,15 TON
+88808619759,15 TON
